,Team,Elo,Standardized Elo,Season
47,1155,1503.95256608,0.469786449186,2003
48,1156,1377.98168096,0.191969341267,2003
49,1157,1446.92849074,0.344025137921,2003
50,1158,1608.20714898,0.699710265952,2003
51,1159,1489.67360711,0.438295529025,2003
52,1160,1592.18209123,0.664368486816,2003
53,1161,1558.77523958,0.590692772768,2003
54,1162,1298.86699434,0.0174892349246,2003
55,1163,1610.03715033,0.70374616426,2003
56,1164,1456.05443924,0.364151571232,2003
57,1165,1403.74227636,0.248781946055,2003
58,1166,1684.5387094,0.868052445468,2003
59,1168,1431.48213391,0.309959630009,2003
60,1169,1479.91325086,0.416769968229,2003
61,1170,1454.61619995,0.360979667826,2003
62,1171,1395.75379296,0.231164086548,2003
63,1172,1524.32160008,0.514708465179,2003
64,1173,1669.09643811,0.833995947856,2003
65,1174,1503.27772313,0.468298145612,2003
66,1175,1517.55650359,0.499788672082,2003
67,1176,1516.36033147,0.497150625382,2003
68,1177,1532.86875351,0.533558419632,2003
69,1178,1553.46559292,0.578982839336,2003
70,1179,1396.241129,0.232238861009,2003
71,1180,1562.85342163,0.599686825181,2003
72,1181,1653.28888093,0.79913384606,2003
73,1182,1400.35027852,0.241301209302,2003
74,1183,1485.62221472,0.42936055872,2003
75,1184,1409.75366616,0.262039508929,2003
76,1185,1476.00796223,0.408157216228,2003
77,1186,1533.29139293,0.53449051169,2003
78,1187,1446.97103716,0.344118970102,2003
79,1189,1464.2109781,0.38214006148,2003
80,1190,1570.5939532,0.616757849913,2003
81,1191,1461.90548866,0.377055518263,2003
82,1192,1483.99931885,0.425781412346,2003
83,1193,1568.22299917,0.611528930611,2003
84,1194,1368.47416842,0.171001403818,2003
85,1196,1640.27269885,0.770427863263,2003
86,1197,1529.20305205,0.525474054912,2003
87,1198,1382.41512643,0.201746894199,2003
88,1199,1503.5831842,0.468971811679,2003
89,1200,1306.18393503,0.0336260692425,2003
90,1201,1582.29870307,0.642571590543,2003
91,1202,1459.86354117,0.372552192386,2003
92,1203,1467.90952084,0.390296854578,2003
93,1204,1492.81264668,0.44521838975,2003
94,1205,1348.02040744,0.125892530323,2003
95,1206,1530.36270574,0.528031563621,2003
96,1207,1515.79999932,0.495914864772,2003
97,1208,1627.8725402,0.743080463033,2003
98,1209,1482.67139577,0.422852801113,2003
99,1210,1511.15139471,0.485662798296,2003
100,1211,1617.86710384,0.721014400783,2003
101,1212,1427.78438183,0.301804580641,2003
102,1214,1530.87002661,0.529150412752,2003
103,1216,1515.52471128,0.495307742515,2003
104,1217,1435.01797738,0.317757604969,2003
105,1218,1546.46980531,0.563554278375,2003
106,1219,1379.2040979,0.194665268473,2003
107,1220,1412.13906796,0.26730029144,2003
108,1221,1661.71920773,0.817726150223,2003
109,1222,1417.34393836,0.27877915054,2003
110,1224,1467.16456936,0.388653933153,2003
111,1225,1468.53373979,0.391673511596,2003
112,1226,1490.67120791,0.44049564509,2003
113,1227,1599.3301303,0.68013282427,2003
114,1228,1660.10021166,0.814155604485,2003
115,1229,1413.58936641,0.270498790195,2003
116,1231,1563.84693546,0.601877927814,2003
117,1232,1362.49108366,0.157806265107,2003
118,1233,1532.62833424,0.53302819721,2003
119,1234,1513.48807188,0.49081612315,2003
120,1235,1521.56332799,0.508625351806,2003
121,1236,1419.14899771,0.282760041584,2003
122,1237,1552.48169903,0.576812952585,2003
123,1238,1428.02695628,0.302339556103,2003
124,1239,1465.90334787,0.385872426103,2003
125,1240,1550.42436808,0.57227569991,2003
126,1241,1464.00878121,0.381694134978,2003
127,1242,1662.45581137,0.819350661259,2003
128,1243,1475.44008688,0.406904819801,2003
129,1245,1566.63181138,0.608019713463,2003
130,1246,1744.36781912,1.0,2003
131,1247,1454.24345815,0.360157620345,2003
132,1248,1455.37908034,0.362662129803,2003
133,1249,1470.11077542,0.395151517473,2003
134,1250,1490.06264245,0.43915351039,2003
135,1251,1471.69108314,0.39863673963,2003
136,1252,1388.00727394,0.214079857072,2003
137,1253,1356.56243072,0.144731170705,2003
138,1254,1408.83494661,0.260013358123,2003
139,1256,1458.70048965,0.369987190098,2003
140,1257,1652.74830514,0.79794165629,2003
141,1258,1429.57485753,0.305753308797,2003
142,1259,1332.90025985,0.0925464466602,2003
143,1260,1504.82735353,0.471715711798,2003
144,1261,1604.27717215,0.691043066398,2003
145,1263,1469.23171756,0.393212836867,2003
146,1264,1635.64690073,0.76022609438,2003
147,1265,1482.17239228,0.421752295181,2003
148,1266,1662.9753664,0.820496491698,2003
149,1267,1474.38399502,0.404575707111,2003
150,1268,1594.88781941,0.670335719464,2003
151,1269,1443.83375662,0.337199988746,2003
152,1270,1483.11651986,0.423834481011,2003
153,1271,1348.25336232,0.126406290723,2003
154,1272,1649.75706775,0.791344759553,2003
155,1273,1619.14127291,0.723824462523,2003
156,1274,1450.54531865,0.352001716548,2003
157,1275,1477.50493525,0.411458651425,2003
158,1276,1550.78067737,0.573061507022,2003
159,1277,1587.43272096,0.653894191022,2003
160,1278,1530.98055866,0.529394180951,2003
161,1279,1493.56818146,0.446884651662,2003
162,1280,1616.12428878,0.71717078375,2003
163,1281,1607.94937752,0.699141774879,2003
164,1282,1433.38640234,0.314159317498,2003
165,1283,1539.90861417,0.549084179612,2003
166,1284,1506.18790281,0.474716277083,2003
167,1285,1468.88781011,0.392454380864,2003
168,1286,1433.49222706,0.314392704095,2003
169,1287,1562.57341581,0.599069298305,2003
170,1288,1368.05245512,0.170071354231,2003
171,1289,1347.88592076,0.125595932415,2003
172,1290,1508.34205486,0.479467059716,2003
173,1291,1442.86341635,0.335059993247,2003
174,1292,1520.15947298,0.505529279737,2003
175,1293,1513.38658354,0.490592300018,2003
176,1296,1534.22429368,0.536547937807,2003
177,1298,1394.41635987,0.228214501868,2003
178,1299,1293.14236254,0.00486409022989,2003
179,1301,1569.30561852,0.613916547205,2003
180,1304,1456.56285366,0.365272832113,2003
181,1305,1547.68083341,0.566225088575,2003
182,1306,1355.81328604,0.143079001579,2003
183,1307,1448.59729626,0.347705533768,2003
184,1308,1573.3932519,0.622931443662,2003
185,1309,1473.72332087,0.403118651528,2003
186,1310,1561.55249814,0.596817759026,2003
187,1311,1297.04260211,0.0134657070117,2003
188,1313,1463.74897386,0.38112115396,2003
189,1314,1536.68240126,0.541969066161,2003
190,1317,1365.33981192,0.164088871169,2003
191,1318,1490.85384367,0.440898431336,2003
192,1319,1486.25371068,0.430753264514,2003
193,1320,1447.50720236,0.345301432751,2003
194,1321,1467.64124816,0.389705204047,2003
195,1322,1374.1986295,0.183626172012,2003
196,1323,1596.36075905,0.673584151264,2003
197,1324,1525.37352691,0.517028392263,2003
198,1325,1504.22780394,0.470393460757,2003
199,1326,1557.61543597,0.588134933438,2003
200,1328,1677.42271262,0.852358774322,2003
201,1329,1587.41138653,0.653847139911,2003
202,1330,1472.16242276,0.399676235465,2003
203,1331,1523.39716534,0.512669710058,2003
204,1332,1606.25771037,0.695410959839,2003
205,1333,1470.98263139,0.397074314978,2003
206,1334,1441.18317331,0.331354372987,2003
207,1335,1646.94637987,0.785146048026,2003
208,1336,1408.38339641,0.259017506028,2003
209,1337,1507.9535785,0.478610311117,2003
210,1338,1695.7943322,0.892875678021,2003
211,1339,1434.57284553,0.316775907945,2003
212,1340,1364.16223012,0.161491823675,2003
213,1341,1528.81650493,0.524621561086,2003
214,1343,1533.21765887,0.534327898049,2003
215,1344,1548.01588745,0.566964019188,2003
216,1345,1570.51075222,0.616574357865,2003
217,1346,1519.88412761,0.504922031067,2003
218,1347,1429.56755847,0.305737211385,2003
219,1348,1547.77618924,0.566435387019,2003
220,1349,1549.7812117,0.570857278146,2003
221,1350,1514.09948663,0.492164541696,2003
222,1351,1458.05960065,0.368573768816,2003
223,1352,1429.87643911,0.306418419012,2003
224,1353,1476.66270268,0.409601185595,2003
225,1354,1576.82877223,0.630508165212,2003
226,1356,1649.42235135,0.790606573563,2003
227,1357,1393.94261068,0.227169691964,2003
228,1358,1623.42242146,0.73326613874,2003
229,1359,1476.45450157,0.409142017352,2003
230,1360,1571.53513609,0.618833541501,2003
231,1361,1516.74892685,0.498007636459,2003
232,1362,1521.34158034,0.508136307916,2003
233,1363,1372.08534679,0.17896552292,2003
234,1364,1548.6107515,0.568275936695,2003
235,1365,1454.85224176,0.361500236149,2003
236,1366,1318.92228965,0.0617193293383,2003
237,1368,1450.25570076,0.351362991134,2003
238,1369,1408.10466382,0.258402787153,2003
239,1371,1572.02447704,0.619912737612,2003
240,1372,1571.91031243,0.619660958139,2003
241,1373,1572.01921796,0.619901139181,2003
242,1374,1544.50403896,0.559218962934,2003
243,1375,1478.3512486,0.413325117071,2003
244,1376,1484.67301448,0.427267185593,2003
245,1378,1499.85994842,0.460760560361,2003
246,1379,1471.69419037,0.398643592347,2003
247,1380,1368.17665718,0.170345270365,2003
248,1381,1424.07197647,0.293617214806,2003
249,1382,1496.82596164,0.454069383823,2003
250,1383,1502.29973564,0.466141284886,2003
251,1384,1481.80271172,0.420936998986,2003
252,1385,1537.92293016,0.544704937634,2003
253,1386,1628.70061786,0.744906711524,2003
254,1387,1561.07956406,0.595774746764,2003
255,1388,1493.18316388,0.446035531102,2003
256,1389,1431.59301612,0.310204170457,2003
257,1390,1629.05171096,0.745681014826,2003
258,1391,1383.52131922,0.204186499848,2003
259,1392,1448.8499019,0.348262632094,2003
260,1393,1670.16601912,0.836354809606,2003
261,1394,1460.57952257,0.374131222984,2003
262,1395,1424.25507239,0.294021015889,2003
263,1396,1553.16963144,0.57833012373,2003
264,1397,1565.50351807,0.605531367176,2003
265,1398,1293.56647086,0.00579942182255,2003
266,1399,1548.37452239,0.567754955304,2003
267,1400,1652.53192016,0.797464439271,2003
268,1401,1506.81309438,0.47609507913,2003
269,1402,1499.70190183,0.460412003275,2003
270,1403,1567.00359696,0.608839652089,2003
271,1404,1448.77812544,0.348104335766,2003
272,1405,1475.62004068,0.407301691219,2003
273,1406,1322.18049131,0.0689049910171,2003
274,1407,1654.14397129,0.801019668591,2003
275,1408,1511.19027178,0.485748538069,2003
276,1409,1610.55957584,0.704898325273,2003
277,1410,1367.38622328,0.168602041679,2003
278,1411,1520.87559675,0.507108624322,2003
279,1412,1560.31090639,0.594079543554,2003
280,1414,1573.5602559,0.623299755492,2003
281,1415,1388.10327535,0.214291579276,2003
282,1416,1566.61780101,0.607988814901,2003
283,1417,1472.77474964,0.401026665633,2003
284,1418,1578.21376201,0.633562631777,2003
285,1419,1455.8714305,0.363747962429,2003
286,1420,1377.21885421,0.190286997588,2003
287,1421,1483.11205845,0.423824641787,2003
288,1422,1353.04188207,0.136966927056,2003
289,1423,1649.39951966,0.790556220377,2003
290,1424,1602.59039415,0.687323033922,2003
291,1425,1492.28529283,0.444055359733,2003
292,1426,1511.25796447,0.485897828008,2003
293,1427,1428.71078932,0.303847686458,2003
294,1428,1639.12016478,0.767886056225,2003
295,1429,1597.86740191,0.67690691241,2003
296,1431,1357.40992576,0.146600242455,2003
297,1433,1563.31146943,0.600697007142,2003
298,1434,1574.6289513,0.625656664115,2003
299,1435,1458.48613631,0.369514453665,2003
300,1436,1571.46929815,0.61868834203,2003
301,1437,1497.26894459,0.455046341639,2003
302,1438,1494.84748409,0.449706035021,2003
303,1439,1446.09869649,0.342195103636,2003
304,1440,1414.39657793,0.272279020364,2003
305,1441,1405.06668778,0.251702812658,2003
306,1442,1347.81013875,0.125428802223,2003
307,1443,1636.17333174,0.761387089182,2003
308,1444,1562.80978615,0.599590591171,2003
309,1447,1586.10354854,0.650962824479,2003
310,1448,1662.55035082,0.819559159257,2003
311,1449,1452.60859775,0.356552087308,2003
312,1450,1402.67529515,0.246428817918,2003
313,1451,1672.70019658,0.841943703037,2003
314,1452,1493.71610396,0.44721088103,2003
315,1453,1409.18718725,0.260790192209,2003
316,1454,1635.73272791,0.760415378281,2003
317,1455,1550.92246295,0.573374201979,2003
318,1456,1462.17247726,0.377644336872,2003
319,1457,1555.22814831,0.582869991844,2003
320,1458,1631.06076764,0.750111803067,2003
321,1459,1456.15290898,0.364368737129,2003
322,1460,1418.84615801,0.282092156692,2003
323,1461,1568.01948704,0.611080103467,2003
324,1462,1675.2623382,0.847594268843,2003
325,1463,1494.243408,0.44837380119,2003
326,1464,1390.96258054,0.220597511768,2003
327,1102,1624.56191779,0.777332082635,2004
328,1103,1463.46116549,0.415669828251,2004
329,1104,1570.37153342,0.655677675089,2004
330,1105,1455.61256337,0.398050151751,2004
331,1106,1524.23871063,0.552112046396,2004
332,1107,1348.43299969,0.157437975399,2004
333,1108,1440.0865877,0.363195197429,2004
334,1110,1539.23016944,0.585767040016,2004
335,1111,1387.74440012,0.245689889181,2004
336,1112,1585.06733928,0.688668944225,2004
337,1113,1436.23901573,0.354557611754,2004
338,1114,1521.53206768,0.546035783099,2004
339,1115,1278.30299312,0.0,2004
340,1116,1474.23377012,0.4398537282,2004
341,1117,1510.44391482,0.521143494865,2004
342,1119,1347.88419907,0.156205948435,2004
343,1120,1507.79143827,0.515188832112,2004
344,1122,1592.4224965,0.705180864254,2004
345,1123,1486.61275021,0.467643851976,2004
346,1124,1408.17935532,0.291565230293,2004
347,1125,1587.79914469,0.694801695846,2004
348,1126,1376.81266551,0.221148751252,2004
349,1127,1486.88593367,0.468257133692,2004
350,1128,1570.96006387,0.656998893298,2004
351,1129,1596.35010903,0.713998136564,2004
352,1130,1636.23029656,0.803526945857,2004
353,1131,1643.01255188,0.818752732914,2004
354,1132,1472.13289793,0.435137386643,2004
355,1133,1496.24472704,0.489267105768,2004
356,1135,1498.39057278,0.494084410441,2004
357,1137,1487.1450181,0.468838763865,2004
358,1138,1555.0022747,0.62117454162,2004
359,1139,1519.30729146,0.541041283851,2004
360,1140,1611.82408276,0.748736349419,2004
361,1141,1358.36169812,0.179727352731,2004
362,1142,1440.41525847,0.363933045086,2004
363,1143,1494.0310412,0.484297503824,2004
364,1144,1327.46910492,0.110375194275,2004
365,1145,1412.67853985,0.301665650049,2004
366,1147,1501.79410127,0.501725143145,2004
367,1148,1500.37553171,0.498540533154,2004
368,1149,1350.02072896,0.161002339564,2004
369,1150,1614.22954507,0.75413647891,2004
370,1151,1552.15467383,0.614781835594,2004
371,1152,1461.41072246,0.411066697356,2004
372,1153,1661.3545764,0.859929560712,2004
373,1154,1354.85972485,0.171865616959,2004
374,1155,1453.87865505,0.394157623743,2004
375,1156,1301.96178231,0.0531126696336,2004
376,1157,1460.67269336,0.409409862962,2004
377,1158,1552.9178399,0.6164951011,2004
378,1159,1481.83037248,0.456907679201,2004
379,1160,1569.3565986,0.653399202696,2004
380,1161,1478.43285499,0.449280440845,2004
381,1162,1432.1526381,0.345383920603,2004
382,1163,1687.81235459,0.91932580542,2004
383,1164,1522.34950693,0.547870888871,2004
384,1165,1422.45560609,0.323614621523,2004
385,1166,1576.74310607,0.669981502325,2004
386,1168,1445.45357539,0.375243787162,2004
387,1169,1492.85719051,0.481662274131,2004
388,1170,1461.52376817,0.411320478702,2004
389,1171,1301.62983142,0.0523674582878,2004
390,1172,1542.61378154,0.59336306154,2004
391,1173,1614.12567735,0.753903301623,2004
392,1174,1525.56809566,0.555096442069,2004
393,1175,1469.57760189,0.429400888749,2004
394,1176,1479.72549078,0.452182336522,2004
395,1177,1619.84409994,0.766740843211,2004
396,1178,1557.44442149,0.626657025718,2004
397,1179,1464.82943114,0.41874150874,2004
398,1180,1567.96763513,0.650281056746,2004
399,1181,1688.78447914,0.921508171128,2004
400,1182,1473.84113559,0.438972285442,2004
401,1183,1364.00355848,0.192393016352,2004
402,1184,1474.54815658,0.440559508367,2004
403,1185,1454.35314687,0.395222831564,2004
404,1186,1547.93883264,0.605317505936,2004
405,1187,1490.13627521,0.475553970188,2004
406,1189,1446.81210185,0.378293603717,2004
407,1190,1651.80926162,0.838500858418,2004
408,1191,1399.56838614,0.272234082041,2004
409,1192,1519.90811588,0.542390101361,2004
410,1193,1552.21049594,0.614907153128,2004
411,1194,1383.68211701,0.2365702889,2004
412,1196,1612.47894745,0.750206484341,2004
413,1197,1483.34067267,0.460298219369,2004
414,1198,1336.0831412,0.129713227994,2004
415,1199,1529.63777338,0.564232642847,2004
416,1200,1378.2582196,0.224393940013,2004
417,1201,1500.09925604,0.497920309597,2004
418,1202,1517.40069954,0.536761090747,2004
419,1203,1567.28654164,0.648752039616,2004
420,1204,1555.59186654,0.622498142597,2004
421,1205,1398.44374026,0.269709314414,2004
422,1206,1597.31680196,0.716168308579,2004
423,1207,1466.63805407,0.422801766911,2004
424,1208,1558.16552207,0.628275856526,2004
425,1209,1571.56352111,0.658353621342,2004
426,1210,1624.50600167,0.777206554046,2004
427,1211,1701.8436109,0.95082519768,2004
428,1212,1425.83150071,0.331193317733,2004
429,1214,1452.72864099,0.391575905957,2004
430,1216,1446.73160793,0.378112899335,2004
431,1217,1348.17776173,0.156864980325,2004
432,1218,1549.55153033,0.608937922806,2004
433,1219,1521.42672407,0.545799292522,2004
434,1220,1502.91843496,0.504249209944,2004
435,1221,1479.65337894,0.452020449427,2004
436,1222,1423.44457716,0.325834806722,2004
437,1224,1336.67949182,0.131052002074,2004
438,1225,1493.68377308,0.483517906157,2004
439,1226,1439.07315066,0.36092008748,2004
440,1227,1644.83113089,0.822835341915,2004
441,1228,1665.47906328,0.869188805012,2004
442,1229,1433.24573442,0.347837861207,2004
443,1231,1499.36895339,0.49628082065,2004
444,1232,1406.46527132,0.287717206769,2004
445,1233,1453.0626697,0.392325781896,2004
446,1234,1535.3409334,0.577035920801,2004
447,1235,1539.17519485,0.585643625108,2004
448,1236,1312.31183201,0.0763479572055,2004
449,1237,1541.71282289,0.59134045933,2004
450,1238,1431.80940275,0.344613376266,2004
451,1239,1463.89280733,0.416638840241,2004
452,1240,1465.91847968,0.421186362312,2004
453,1241,1380.55191606,0.229543161356,2004
454,1242,1618.83608689,0.764477909804,2004
455,1243,1503.11194582,0.504683631087,2004
456,1245,1591.69663479,0.703551344983,2004
457,1246,1710.55920693,0.9703912274,2004
458,1247,1423.07746513,0.325010660594,2004
459,1248,1511.50001277,0.523514376183,2004
460,1249,1385.85320064,0.241444251228,2004
461,1250,1557.40767319,0.626574527836,2004
462,1251,1537.2272324,0.581270557447,2004
463,1252,1362.7120166,0.189493576466,2004
464,1253,1358.63485804,0.180340581596,2004
465,1254,1390.64536991,0.252202405474,2004
466,1256,1491.50572474,0.478628308419,2004
467,1257,1590.19744726,0.700185752116,2004
468,1258,1488.36681251,0.471581624553,2004
469,1259,1290.89026713,0.0282577320778,2004
470,1260,1405.51816156,0.285590997898,2004
471,1261,1564.44125482,0.642364528515,2004
472,1263,1558.32466137,0.628633115431,2004
473,1264,1650.00088533,0.834441153925,2004
474,1265,1365.49451067,0.195740121333,2004
475,1266,1542.53421169,0.593184431634,2004
476,1267,1470.44020636,0.431337387945,2004
477,1268,1607.05408234,0.738027963027,2004
478,1269,1430.09759748,0.340770468367,2004
479,1270,1444.64637415,0.373431665132,2004
480,1271,1376.85699211,0.221248262012,2004
481,1272,1620.26293796,0.767681111327,2004
482,1273,1439.69814025,0.362323154452,2004
483,1274,1473.25360735,0.437653317147,2004
484,1275,1556.74817199,0.625093984214,2004
485,1276,1558.93716725,0.630008157163,2004
486,1277,1587.46002483,0.694040390589,2004
487,1278,1459.25528828,0.406227867166,2004
488,1279,1497.0535906,0.49108295961,2004
489,1280,1691.53879163,0.927691449919,2004
490,1281,1550.07933414,0.610122813083,2004
491,1282,1498.47505835,0.494274075869,2004
492,1283,1543.64879853,0.595686617265,2004
493,1284,1565.19113947,0.64404797797,2004
494,1285,1417.94833101,0.313496038944,2004
495,1286,1468.59481373,0.427194583838,2004
496,1287,1501.00957689,0.499963929424,2004
497,1288,1428.34049968,0.336825881259,2004
498,1290,1596.33645048,0.713967473882,2004
499,1291,1443.93860527,0.371842763262,2004
500,1292,1523.89192186,0.551333524854,2004
501,1293,1646.37897543,0.826310167084,2004
502,1296,1409.00122981,0.293410292938,2004
503,1298,1334.75845815,0.126739388017,2004
504,1299,1309.91811161,0.0709741876563,2004
505,1301,1615.00036986,0.755866937815,2004
506,1304,1529.35841678,0.563605502775,2004
507,1305,1642.84446388,0.81837538467,2004
508,1306,1424.24872014,0.327640063134,2004
509,1307,1484.9855693,0.463990921068,2004
510,1308,1470.22651158,0.430857655021,2004
511,1309,1522.46783047,0.54813651866,2004
512,1310,1587.23011244,0.693524250023,2004
513,1311,1318.50203458,0.0902446186646,2004
514,1313,1450.37049664,0.386282002667,2004
515,1314,1586.65390357,0.69223069305,2004
516,1317,1467.63966983,0.425050338745,2004
517,1318,1545.51574512,0.599877808817,2004
518,1319,1475.89364296,0.443580050674,2004
519,1320,1616.85180934,0.760023316753,2004
520,1321,1512.81283311,0.526461585043,2004
521,1322,1413.9565053,0.304534611611,2004
522,1323,1574.22599354,0.664330724287,2004
523,1324,1444.21813449,0.372470290852,2004
524,1325,1424.63588005,0.32850921564,2004
525,1326,1490.57148613,0.476530994572,2004
526,1328,1573.73046732,0.663218295393,2004
527,1329,1710.91479713,0.971189507696,2004
528,1330,1538.39429556,0.583890549515,2004
529,1331,1512.39858329,0.525531617163,2004
530,1332,1531.77441532,0.569029285518,2004
531,1333,1468.65047744,0.42731954577,2004
532,1334,1649.23669472,0.832725588395,2004
533,1335,1546.93228513,0.603057862597,2004
534,1336,1407.22376953,0.289419993193,2004
535,1337,1514.79586132,0.5309133734,2004
536,1338,1700.21173271,0.947161721639,2004
537,1339,1436.11991485,0.354290236876,2004
538,1340,1429.32286966,0.339031247393,2004
539,1341,1389.23928272,0.249045817717,2004
540,1343,1596.81477039,0.715041275562,2004
541,1344,1607.46491605,0.738950261918,2004
542,1345,1512.16300217,0.525002750625,2004
543,1346,1388.01651024,0.246300761312,2004
544,1347,1425.99252333,0.331554804571,2004
545,1348,1546.86129311,0.602898489443,2004
546,1349,1587.41740777,0.69394471764,2004
547,1350,1580.17761291,0.677691779702,2004
548,1351,1504.39257627,0.507558575415,2004
549,1352,1472.09008975,0.435041284659,2004
550,1353,1532.07960701,0.569714423938,2004
551,1354,1531.06807102,0.567443581725,2004
552,1356,1666.788869,0.872129246224,2004
553,1357,1456.26506447,0.399514980535,2004
554,1358,1442.06792602,0.367643192087,2004
555,1359,1426.03729798,0.331655321191,2004
556,1360,1318.95811619,0.0912684965876,2004
557,1361,1471.121656,0.432867204588,2004
558,1362,1508.84127401,0.517545655118,2004
559,1363,1358.69996214,0.180486736706,2004
560,1364,1506.54117899,0.512382069355,2004
561,1365,1485.41698157,0.464959417689,2004
562,1366,1349.60513779,0.160069360414,2004
563,1368,1530.45015609,0.566056396975,2004
564,1369,1412.56541828,0.301411698399,2004
565,1371,1597.42384831,0.716408621706,2004
566,1372,1538.99834718,0.585246611905,2004
567,1373,1502.42011376,0.503130506471,2004
568,1374,1453.7587298,0.393888398209,2004
569,1375,1450.47820313,0.386523797762,2004
570,1376,1600.26717907,0.722791741583,2004
571,1378,1388.15323273,0.246607695725,2004
572,1379,1475.76736202,0.443296556956,2004
573,1380,1441.7005439,0.366818439606,2004
574,1381,1412.34313311,0.300912680527,2004
575,1382,1389.05537533,0.248632955824,2004
576,1383,1506.11402868,0.511423140615,2004
577,1384,1480.13586691,0.453103608165,2004
578,1385,1402.75828924,0.279395237587,2004
579,1386,1704.46891922,0.956718869251,2004
580,1387,1572.55866051,0.660587654093,2004
581,1388,1546.85343861,0.602880856531,2004
582,1389,1531.31291956,0.567993253119,2004
583,1390,1723.74829559,1.0,2004
584,1391,1465.34730584,0.419904108715,2004
585,1392,1420.88422046,0.320086947942,2004
586,1393,1634.70233271,0.800096751752,2004
587,1394,1490.75087888,0.476933721329,2004
588,1395,1487.60403619,0.469869234026,2004
589,1396,1538.2851936,0.583645621669,2004
590,1397,1534.27347551,0.574639537049,2004
591,1398,1384.44254109,0.238277398769,2004
592,1399,1446.35856103,0.377275429724,2004
593,1400,1646.80252534,0.827261013136,2004
594,1401,1381.32480141,0.231278246104,2004
595,1402,1429.44456483,0.339304446294,2004
596,1403,1598.14288781,0.718022825508,2004
597,1404,1412.37349035,0.300980830838,2004
598,1405,1565.5357092,0.644821517894,2004
599,1406,1396.6277567,0.265632532048,2004
600,1407,1644.61365069,0.822347110928,2004
601,1408,1445.76270734,0.375937771236,2004
602,1409,1417.75924915,0.313071560651,2004
603,1410,1486.46787826,0.467318622471,2004
604,1411,1456.21056182,0.399392625119,2004
605,1412,1605.46017661,0.734449733045,2004
606,1414,1422.42228457,0.323539816568,2004
607,1415,1446.44661927,0.377473115586,2004
608,1416,1649.45988434,0.833226636721,2004
609,1417,1439.64270657,0.362198708928,2004
610,1418,1596.68764013,0.714755875163,2004
611,1419,1417.78414129,0.313127442128,2004
612,1420,1363.96928469,0.192316073592,2004
613,1421,1404.87987411,0.284158077962,2004
614,1422,1439.34400106,0.361528131623,2004
615,1423,1505.51512338,0.510078631431,2004
616,1424,1553.13571454,0.616984217581,2004
617,1425,1496.28165572,0.489350008599,2004
618,1426,1519.55839785,0.541605003782,2004
619,1427,1550.03175984,0.610016011422,2004
620,1428,1629.74294632,0.788963204356,2004
621,1429,1656.12331327,0.84818566512,2004
622,1431,1628.23507673,0.785578120745,2004
623,1433,1637.32578338,0.805986253009,2004
624,1434,1557.04510944,0.625760592317,2004
625,1435,1611.56514693,0.748155052831,2004
626,1436,1606.58835169,0.736982423538,2004
627,1437,1520.94695431,0.544722236024,2004
628,1438,1557.8474542,0.627561811797,2004
629,1439,1537.08025492,0.580940601161,2004
630,1440,1345.07010087,0.149888454049,2004
631,1441,1433.90293776,0.349313246259,2004
632,1442,1315.76089801,0.0840909190919,2004
633,1443,1504.4533235,0.507694949584,2004
